listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
31994,Room with En Suite Bathroom & Deck,137814,2010-06-03,"New York, New York, United States",within an hour,1,0.99,f,3,t,t,Clinton Hill,Brooklyn,New York,40.68818,-73.96383,Private room in apartment,Private room,2,1,"[""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Free street parking"", ""Kitchen"", ""Oven"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Host greets you"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Lock on bedroom door"", ""Wifi"", ""Cable TV"", ""Heating"", ""Paid parking off premises"", ""Patio or balcony"", ""Cooking basics"", ""Stove"", ""Luggage dropoff allowed"", ""Garden or backyard""]",85,2,365,90,10,9,10,10,10,9,t
32329,Fully Furnished Beautiful 1 Bedroom,139853,2010-06-07,"New York, New York, United States",,,,f,1,t,f,East Village,Manhattan,New York,40.72895,-73.98377,Entire apartment,Entire place,1,1,"[""Hair dryer"", ""Iron"", ""Essentials"", ""Hangers"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Shampoo"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]",160,14,30,100,10,10,10,10,10,10,f
33014,NYC Zen,143048,2010-06-12,"New York, New York, United States",a few days or more,0.4,0.17,f,2,t,t,East Village,Manhattan,New York,40.72354,-73.98295,Entire apartment,Entire place,3,2,"[""Babysitter recommendations"", ""Refrigerator"", ""Building staff"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Bathtub"", ""Kitchen"", ""Oven"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""Dedicated workspace"", ""Hot water"", ""Children\u2019s books and toys"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""Cooking basics"", ""Stove"", ""Luggage dropoff allowed"", ""Window guards"", ""Carbon monoxide alarm""]",125,1,1125,88,8,9,9,9,9,9,f
33341,Home near the Eiffel Tower,144457,2010-06-14,"Paris, Ile-de-France, France",within a day,1,,f,0,t,f,Vaugirard,,Paris,48.83887,2.29526,Entire apartment,Entire place,2,1,"[""Heating"", ""TV"", ""Iron"", ""Carbon monoxide alarm"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Dishes and silverware"", ""Long term stays allowed"", ""Cable TV""]",80,90,365,90,9,9,10,10,9,9,f
34453,Bienvenue Ã  Opera Bastille,148773,2010-06-21,"Paris, Ile-de-France, France",,,,t,1,t,t,Reuilly,,Paris,48.85043,2.37111,Private room in apartment,Private room,3,1,"[""Pocket wifi"", ""Children\u2019s books and toys"", ""Essentials"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Crib"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Heating"", ""Hair dryer"", ""Coffee maker"", ""Breakfast"", ""Microwave"", ""Pack \u2019n Play/travel crib"", ""Paid parking off premises"", ""Single level home"", ""Extra pillows and blankets"", ""Bed linens"", ""Elevator""]",60,3,30,98,10,10,10,10,10,10,t
35580,Sea View terrace  House,153032,2010-06-26,"Lisbon, Lisbon, Portugal",within a day,1,0.57,t,6,t,t,Beyoglu,,Istanbul,41.03658,28.97213,Entire house,Entire place,2,1,"[""Hangers"", ""Cooking basics"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""Heating"", ""Hair dryer"", ""Kitchen"", ""Iron"", ""Washer"", ""Long term stays allowed"", ""Essentials"", ""Wifi""]",269,30,730,90,9,9,9,10,8,9,f
35764,COPACABANA SEA BREEZE  -  RIO - 20 X Superhost,153691,2010-06-27,"Rio de Janeiro, Rio de Janeiro, Brazil",within an hour,1,0.94,t,1,t,t,Copacabana,,Rio de Janeiro,-22.98127,-43.19046,Entire loft,Entire place,2,1,"[""Extra pillows and blankets"", ""Air conditioning"", ""Essentials"", ""Luggage dropoff allowed"", ""Paid parking off premises"", ""Hangers"", ""Smoke alarm"", ""Coffee maker"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Carbon monoxide alarm"", ""Microwave"", ""Refrigerator"", ""Room-darkening shades"", ""Building staff"", ""Wifi"", ""Iron"", ""Dishes and silverware"", ""Cooking basics"", ""Stove"", ""Hair dryer"", ""Pocket wifi"", ""Cable TV"", ""Elevator"", ""Kitchen"", ""TV"", ""Beachfront"", ""Fire extinguisher""]",135,3,15,98,10,10,10,10,10,10,f
35875,Asoke Place Condo,153966,2010-06-28,TH,,,,f,1,t,f,Vadhana,,Bangkok,13.74296,100.58621,Private room in condominium,Private room,3,1,"[""Cable TV"", ""Air conditioning"", ""Free street parking"", ""Elevator"", ""Free parking on premises"", ""Hot water"", ""Host greets you"", ""Long term stays allowed"", ""Kitchen"", ""Essentials"", ""Gym""]",2998,30,730,,,,,,,,f
36347,"Cosy, Downtown Loft with Mountain Views over Rooftop Deck",156196,2010-07-01,ZA,within a few hours,1,0.98,t,18,t,t,Ward 115,,Cape Town,-33.92456,18.42238,Entire loft,Entire place,2,,"[""Pack \u2019n Play/travel crib"", ""Dryer"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Fire extinguisher"", ""Pets allowed"", ""Pool"", ""Bedroom comforts"", ""High chair"", ""Air conditioning"", ""Self check-in"", ""Gym"", ""Free parking on premises"", ""Bathroom essentials"", ""Room-darkening shades"", ""Elevator"", ""TV"", ""Smoke alarm"", ""Coffee maker"", ""Iron"", ""Beach essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Crib"", ""Full kitchen""]",614,14,1125,96,10,10,10,10,10,10,t
36485,Stunning Studio Close To The Beach Cape Town,156910,2010-07-02,"Cape Town, Western Cape, South Africa",within a few hours,1,1,t,5,t,t,Ward 107,,Cape Town,-33.81849,18.48452,Private room in guest suite,Private room,2,1,"[""Hair dryer"", ""Dryer"", ""Single level home"", ""Hot water"", ""Breakfast"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Essentials"", ""Pool"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Beachfront"", ""Lock on bedroom door"", ""BBQ grill"", ""Cable TV"", ""Shampoo"", ""Free parking on premises"", ""Long term stays allowed"", ""Stove"", ""Garden or backyard"", ""TV"", ""Microwave"", ""Coffee maker"", ""Iron"", ""Private entrance"", ""Beach essentials"", ""Cooking basics"", ""Indoor fireplace"", ""Washer"", ""Dishes and silverware"", ""Free street parking""]",550,3,180,98,10,10,10,10,9,10,f
36647,Private Bdrm/Bathrm. New! Elevator!,157798,2010-07-04,"New York, New York, United States",,,,f,1,t,t,East Harlem,Manhattan,New York,40.79295,-73.93997,Private room in apartment,Private room,2,1,"[""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Hangers"", ""Washer"", ""Dedicated workspace"", ""Dryer"", ""Wifi"", ""Cable TV"", ""Heating"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]",59,30,999,95,10,10,10,10,9,9,f
37305,Casa Pariolina - Suite The Romantic,161114,2010-07-08,"Rome, Lazio, Italy",within a day,1,1,f,3,t,t,II Parioli/Nomentano,,Rome,41.92293,12.48844,Private room in apartment,Private room,2,1,"[""Dishwasher"", ""Paid parking off premises"", ""Window guards"", ""Fire extinguisher"", ""Hangers"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Private entrance"", ""Cooking basics"", ""Wifi"", ""Stove"", ""Hair dryer"", ""Kitchen"", ""Breakfast"", ""Heating"", ""Crib"", ""TV"", ""Air conditioning"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Cable TV"", ""Oven"", ""Shampoo"", ""Elevator"", ""Essentials"", ""Paid parking on premises"", ""Bed linens"", ""Room-darkening shades""]",88,1,300,96,10,10,10,10,10,10,f
38871,"Special promotion for ""Stylish and convenient""",166743,2010-07-14,"Paris, Ile-de-France, France",within a day,1,0.79,f,1,t,t,Gobelins,,Paris,48.83344,2.34601,Entire apartment,Entire place,4,2,"[""Essentials"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""TV"", ""Iron"", ""Dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Cooking basics"", ""Cable TV"", ""Shampoo"", ""Carbon monoxide alarm"", ""Elevator""]",80,5,15,94,10,10,10,10,10,10,f
39586,Big room w/private bathroom and great Hudson view,12220,2009-04-04,"New York, New York, United States",within an hour,1,0.93,t,2,t,t,Upper West Side,Manhattan,New York,40.77953,-73.98829,Private room in apartment,Private room,2,1,"[""Babysitter recommendations"", ""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Dryer"", ""Fire extinguisher"", ""Waterfront"", ""Hot water"", ""Long term stays allowed"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""Gym"", ""TV"", ""Dishwasher"", ""Wifi"", ""Heating"", ""Paid parking off premises"", ""Cooking basics"", ""First aid kit"", ""Stove"", ""Luggage dropoff allowed"", ""Cleaning before checkout"", ""Elevator"", ""Carbon monoxide alarm""]",92,1,365,91,9,9,9,9,10,9,f
39704,"Private, Large & Sunny 1BR w/W&D",170510,2010-07-18,"Brooklyn, New York, United States",,,,f,2,t,t,Bedford-Stuyvesant,Brooklyn,New York,40.68306,-73.94659,Entire townhouse,Entire place,4,1,"[""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Dedicated workspace"", ""Dryer"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Lockbox"", ""Hair dryer"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""Cooking basics"", ""First aid kit"", ""Stove"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm""]",135,30,30,94,10,10,10,10,10,10,f
40775,Great Flat to Rent in Paris Center,176060,2010-07-21,"Paris, Ile-de-France, France",a few days or more,1,0.5,f,1,t,t,Popincourt,,Paris,48.86375,2.37586,Entire apartment,Entire place,5,2,"[""Patio or balcony"", ""Outlet covers"", ""Children\u2019s books and toys"", ""Essentials"", ""Children\u2019s dinnerware"", ""Stove"", ""Hot water"", ""Smoke alarm"", ""Changing table"", ""Wifi"", ""Crib"", ""Long term stays allowed"", ""High chair"", ""Dedicated workspace"", ""Host greets you"", ""TV"", ""Iron"", ""Dryer"", ""Bathtub"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Cooking basics"", ""Room-darkening shades"", ""Paid parking off premises"", ""Shampoo"", ""Extra pillows and blankets"", ""Shower gel"", ""Game console"", ""Bed linens"", ""Carbon monoxide alarm"", ""Elevator""]",85,6,28,98,10,10,10,10,10,10,f
41106,"STYLE&COMFORT@LE MARAIS, what else?",177387,2010-07-22,"Paris, Ile-de-France, France",within an hour,1,1,t,1,t,t,Hotel-de-Ville,,Paris,48.85768,2.35545,Entire apartment,Entire place,3,1,"[""Pocket wifi"", ""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Host greets you"", ""TV"", ""Iron"", ""Indoor fireplace"", ""Bathtub"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""First aid kit"", ""Ethernet connection"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Cooking basics"", ""Fire extinguisher"", ""Cable TV"", ""Shampoo"", ""Extra pillows and blankets"", ""Game console"", ""Bed linens""]",120,3,25,95,10,9,10,10,10,9,t
42300,Beautiful Lower East Side Loft,184755,2010-07-29,"New York, New York, United States",within a day,1,0.5,f,0,t,f,Lower East Side,Manhattan,New York,40.71824,-73.99315,Entire loft,Entire place,4,2,"[""Hair dryer"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Washer"", ""TV"", ""Host greets you"", ""Dryer"", ""Shampoo"", ""Heating"", ""Wifi"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]",450,5,30,95,9,9,10,10,9,9,f
42829,*COLOSEUM Front* Opera Theater Apt*,119186,2010-05-06,"Rome, Lazio, Italy",,,1,f,3,t,t,I Centro Storico,,Rome,41.90071,12.49646,Entire apartment,Entire place,7,2,"[""Paid parking off premises"", ""Washer"", ""Dedicated workspace"", ""Hangers"", ""Iron"", ""Ethernet connection"", ""Refrigerator"", ""Dishes and silverware"", ""Host greets you"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Kitchen"", ""Heating"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Hot water"", ""Free street parking"", ""Extra pillows and blankets"", ""Elevator"", ""Essentials"", ""Bed linens"", ""Room-darkening shades""]",78,3,365,86,9,9,9,9,10,9,f
43726,"Apartment in Tribeca, NYC Panoramic VIEWS~",191091,2010-08-04,"New York, New York, United States",within an hour,1,0.72,t,2,t,t,Tribeca,Manhattan,New York,40.71915,-74.01017,Entire apartment,Entire place,6,1,"[""Babysitter recommendations"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Bathtub"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Dedicated workspace"", ""Dryer"", ""Crib"", ""Hot water"", ""Children\u2019s books and toys"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Dishwasher"", ""Wifi"", ""Heating"", ""Paid parking off premises"", ""Cooking basics"", ""First aid kit"", ""Stove"", ""Window guards"", ""Elevator"", ""Game console""]",250,30,90,97,10,9,10,10,10,10,f
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,2010-07-26,"New York, New York, United States",,,0.75,t,2,t,t,Fort Greene,Brooklyn,New York,40.69098,-73.97113,Private room in house,Private room,2,1,"[""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""Air conditioning"", ""Long term stays allowed""]",110,30,30,94,10,10,10,10,10,10,f
44429,"Cozy, central, lovely&check out the bathroom!*",194194,2010-08-07,"Istanbul, Istanbul, Turkey",within an hour,1,1,t,3,t,t,Beyoglu,,Istanbul,41.03082,28.97958,Entire apartment,Entire place,3,1,"[""Hangers"", ""Washer"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Dishwasher"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Air conditioning"", ""Coffee maker"", ""Stove"", ""Dryer"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Fire extinguisher"", ""TV"", ""Heating"", ""Oven"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Shampoo""]",314,5,60,100,10,10,10,10,10,10,t
45175,Appartement XIX century near Buttes,199617,2010-08-12,"Paris, Ile-de-France, France",,,,f,1,t,f,Buttes-Chaumont,,Paris,48.87564,2.38717,Private room in apartment,Private room,2,1,"[""Indoor fireplace"", ""Kitchen"", ""Hair dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed""]",63,3,730,,,,,,,,f
45661,"Very Heart of Paris, Charming",202918,2010-08-16,"Paris, Ile-de-France, France",within a few hours,1,1,f,0,t,f,Bourse,,Paris,48.86843,2.3475,Entire apartment,Entire place,2,2,"[""Heating"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",50,30,300,84,9,8,9,9,10,9,f
45936,Couldn't Be Closer To Columbia Uni,867225,2011-07-25,"New York, New York, United States",,,0.8,f,0,t,t,Morningside Heights,Manhattan,New York,40.8063,-73.95985,Private room in bed and breakfast,Private room,2,1,"[""Breakfast"", ""Washer"", ""TV"", ""Dryer"", ""Wifi"", ""Cable TV"", ""Heating"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]",75,31,730,93,9,9,10,10,10,9,f
46911,Large Room in private Brownstone in Park Slope,210746,2010-08-23,"New York, New York, United States",within an hour,1,1,f,3,t,t,Prospect Heights,Brooklyn,New York,40.67868,-73.97307,Private room in house,Private room,2,1,"[""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""First aid kit"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm""]",100,30,1125,95,10,9,10,10,10,9,f
47264,Kurucesme stunning seaview peacfull Flat,213410,2010-08-26,"Istanbul, Istanbul, Turkey",within a day,1,0.87,f,6,t,t,Besiktas,,Istanbul,41.06464,29.0358,Entire apartment,Entire place,3,1,"[""Iron"", ""Dishwasher"", ""Heating"", ""Essentials"", ""Bed linens"", ""Air conditioning"", ""Stove"", ""Kitchen"", ""Cooking basics"", ""Refrigerator"", ""Dryer"", ""Cleaning before checkout"", ""Dedicated workspace"", ""Washer"", ""Wifi"", ""Free street parking"", ""Luggage dropoff allowed"", ""Hot water"", ""Cable TV"", ""Hangers"", ""Free parking on premises"", ""Garden or backyard"", ""TV"", ""Oven"", ""Long term stays allowed"", ""Hair dryer""]",408,30,300,93,9,9,9,9,8,8,f
48346,Charming Apartment in Kuzguncuk,220212,2010-09-01,"Istanbul, Istanbul, Turkey",within an hour,1,0.67,t,3,t,t,Uskudar,,Istanbul,41.03485,29.03155,Entire apartment,Entire place,4,2,"[""Hangers"", ""Long term stays allowed"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Heating"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Washer"", ""Kitchen"", ""Essentials"", ""Shampoo""]",539,3,180,96,10,10,10,10,10,9,f
48736,Condo with Chaopraya River View,222005,2010-09-03,"Bangkok, Thailand",,,,f,1,t,t,Rat Burana,,Bangkok,13.68704,100.49714,Private room in apartment,Private room,2,1,"[""Cable TV"", ""Air conditioning"", ""Dryer"", ""Elevator"", ""Free parking on premises"", ""Fire extinguisher"", ""TV"", ""Smoke alarm"", ""Long term stays allowed"", ""Kitchen"", ""Gym"", ""Breakfast""]",1351,3,1095,100,10,10,10,10,10,10,f
49240,PANTHEON CHARMING ACCOMODATION,224479,2010-09-05,"Rome, Lazio, Italy",,,,f,4,t,t,I Centro Storico,,Rome,41.89738,12.476,Entire condominium,Entire place,6,2,"[""Paid parking off premises"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Fire extinguisher"", ""Host greets you"", ""Wifi"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Kitchen"", ""Crib"", ""High chair"", ""Indoor fireplace"", ""Hot tub"", ""TV"", ""Smoke alarm"", ""Air conditioning"", ""Hot water"", ""Long term stays allowed"", ""Cable TV"", ""Dryer"", ""Shampoo"", ""Essentials""]",172,2,80,88,8,9,10,10,9,9,t
50294,Beach Block Suites in Ipanema Best Location,70933,2010-01-16,"Sao Paulo, Sao Paulo, Brazil",within an hour,0.87,0.87,f,7,t,t,Ipanema,,Rio de Janeiro,-22.98584,-43.20305,Entire apartment,Entire place,6,3,"[""Smoke alarm"", ""Beach essentials"", ""Outlet covers"", ""Coffee maker"", ""Washer"", ""Bathroom essentials"", ""Air conditioning"", ""Room-darkening shades"", ""Dryer"", ""Wifi"", ""TV"", ""Crib"", ""Full kitchen"", ""Self check-in"", ""Bedroom comforts"", ""Iron"", ""Fire extinguisher"", ""Hair dryer"", ""Carbon monoxide alarm""]",782,3,89,90,9,9,10,9,10,9,f
50471,Cozy bright Loft in Trastevere,231637,2010-09-11,"Rome, Lazio, Italy",within an hour,0.9,1,t,2,t,t,XII Monte Verde,,Rome,41.882,12.4673,Entire apartment,Entire place,4,1,"[""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Cooking basics"", ""Wifi"", ""Stove"", ""Hair dryer"", ""Kitchen"", ""Heating"", ""Keypad"", ""TV"", ""Patio or balcony"", ""Air conditioning"", ""Coffee maker"", ""Hot water"", ""Free street parking"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Oven"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Bed linens"", ""Room-darkening shades""]",44,1,7,95,10,10,10,10,10,9,f
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,2010-09-16,"New York, New York, United States",,,,f,2,t,t,Upper East Side,Manhattan,New York,40.77333,-73.95199,Private room in apartment,Private room,1,1,"[""Washer"", ""TV"", ""Dryer"", ""Cable TV"", ""Heating"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]",130,14,31,,,,,,,,f
52805,CasaMastro,244775,2010-09-25,"Rome, Lazio, Italy",within a day,0.6,0.9,f,2,t,t,I Centro Storico,,Rome,41.88891,12.51287,Entire apartment,Entire place,7,2,"[""Washer"", ""Dedicated workspace"", ""Microwave"", ""Fire extinguisher"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Cooking basics"", ""Wifi"", ""Stove"", ""Hair dryer"", ""Kitchen"", ""Heating"", ""TV"", ""Air conditioning"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed"", ""Free street parking"", ""Oven"", ""Elevator"", ""Essentials"", ""First aid kit"", ""Bed linens""]",62,2,365,97,10,9,10,10,9,9,f
53322,Roma Campo de fiori Studio Gio,248295,2010-09-29,"Rome, Lazio, Italy",within a few hours,0.92,0.77,f,16,t,t,I Centro Storico,,Rome,41.89473,12.47468,Entire apartment,Entire place,2,1,"[""Paid parking off premises"", ""Washer"", ""Dedicated workspace"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Host greets you"", ""Cooking basics"", ""Wifi"", ""Stove"", ""Hair dryer"", ""Kitchen"", ""Heating"", ""TV"", ""Air conditioning"", ""Coffee maker"", ""Long term stays allowed"", ""Hot water"", ""Free street parking"", ""Cable TV"", ""Essentials"", ""Paid parking on premises""]",76,3,365,90,9,9,10,10,10,9,t
53470,Clean and convenient 2BR apartment,204539,2010-08-17,"New York, New York, United States",within a few hours,0.9,0.33,f,5,t,t,Ridgewood,Queens,New York,40.70234,-73.89816,Private room in apartment,Private room,7,2,"[""Essentials"", ""Washer"", ""Dryer"", ""Wifi"", ""Cable TV"", ""Private entrance"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen"", ""Keypad""]",167,30,730,80,10,9,9,10,9,9,f
53844,Gorgeous studio Monti area 4 blocks bytheColisseum,3504,2008-10-08,"Rome, Lazio, Italy",,,0.67,f,7,t,f,I Centro Storico,,Rome,41.89654,12.49113,Entire apartment,Entire place,3,1,"[""Dishwasher"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Cooking basics"", ""Wifi"", ""Stove"", ""Hair dryer"", ""Kitchen"", ""Pocket wifi"", ""Heating"", ""TV"", ""Smoke alarm"", ""Air conditioning"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Cable TV"", ""Dryer"", ""Shampoo"", ""Oven"", ""Bed linens"", ""Elevator"", ""Essentials"", ""Carbon monoxide alarm""]",100,2,120,94,10,10,10,10,10,10,f
54508,Sml Rm  Brst  PSl great for longer stays Med/Stu,210746,2010-08-23,"New York, New York, United States",within an hour,1,1,f,3,t,t,Prospect Heights,Brooklyn,New York,40.6787,-73.97262,Private room in townhouse,Private room,2,1,"[""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Kitchen"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Host greets you"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Body soap"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""First aid kit"", ""Luggage dropoff allowed"", ""Conditioner"", ""Carbon monoxide alarm""]",50,2,1125,98,10,10,10,10,10,10,f
54860,Great apartment with private bathroom and entrance,258164,2010-10-10,"New York, New York, United States",,,1,f,1,t,t,East Harlem,Manhattan,New York,40.79958,-73.94275,Private room in apartment,Private room,2,1,"[""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Smoke alarm"", ""Hangers"", ""Washer"", ""Dedicated workspace"", ""Host greets you"", ""Dryer"", ""Fire extinguisher"", ""Hot water"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Wifi"", ""Heating"", ""Luggage dropoff allowed"", ""Private entrance"", ""Carbon monoxide alarm""]",100,5,21,97,10,10,10,10,9,10,t
55348,TOP LUXURY MARAIS DESIGN STUDIO APT,261355,2010-10-14,"Paris, Ile-de-France, France",within an hour,1,1,t,4,t,t,Temple,,Paris,48.85816,2.36028,Entire apartment,Entire place,2,,"[""Dishwasher"", ""Essentials"", ""Air conditioning"", ""Stove"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Crib"", ""Long term stays allowed"", ""Dedicated workspace"", ""High chair"", ""Lockbox"", ""TV"", ""Iron"", ""Dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Pack \u2019n Play/travel crib"", ""Cooking basics"", ""Cable TV"", ""Paid parking off premises"", ""Shampoo"", ""Carbon monoxide alarm""]",117,6,365,98,10,10,10,10,10,10,f
55982,Cozy 2 br in sunny Fort Greene apt,264928,2010-10-18,"New York, New York, United States",,,,f,1,t,t,Fort Greene,Brooklyn,New York,40.68656,-73.97525,Private room in apartment,Private room,1,1,"[""Extra pillows and blankets"", ""First aid kit"", ""Stove"", ""Bed linens"", ""Iron"", ""Hangers"", ""Essentials"", ""Smoke alarm"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Shampoo"", ""Heating"", ""Refrigerator"", ""Host greets you"", ""Free street parking"", ""Hot water"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen""]",85,3,18,96,10,10,10,10,10,9,t
